dataId,data,time,src
129,[0.0036],431,2
6,[0.8986071908136158],431,2
129,[0.0036],432,2
5,"[0.8981316147043263, 0.9003782260538321, 0.09997739050988573, 0.09947229448896165, 0.100530280354705, 0.09804702413008833, 0.10167686519848954, 0.9017309218428093, 0.9018502192684602, 0.89447801182161, 0.10242328872005381, 0.8989424460651516, 0.8995401741194654, 0.9041608038144083, 0.09706644158907686, 0.09964400880559783, 0.10302768976406418, 0.09894288839599141, 0.09641610851895695, 0.10188876333101471, 0.10214629170327885, 0.09777447971202541, 0.897577767509683, 0.09910060272006083, 0.09734223061069032, 0.10013752041205581, 0.9010878718052439, 0.0994281644085135, 0.10083374832395073, 0.09683392176442991, 0.09796129297780834, 0.10107712885055943, 0.09893095237283761, 0.900046330798904, 0.09803127342041745, 0.9020019671764378, 0.10087245620910512, 0.09878974279775996, 0.9032486631723436, 0.09816532569801315, 0.8974496840959755, 0.09651981042568192, 0.9024595889986915, 0.10067750275977544, 0.10097789571715728, 0.09957473052828571, 0.0972475136603068, 0.10360657204873608, 0.09744428849627639, 0.09804489628839583]",432,4
4,"[0.09813161470432964, 0.9003782260538321, 0.09997739050988573, 0.09947229448896165, 0.100530280354705, 0.09804702413008833, 0.10167686519848954, 0.10173092184281517, 0.9018502192684602, 0.0944780118216103, 0.9024232887200536, 0.09894244606515205, 0.8995401741194654, 0.1041608038144149, 0.8970664415890732, 0.09964400880559783, 0.10302768976406418, 0.09894288839599141, 0.09641610851895695, 0.9018887633310113, 0.9021462917032756, 0.8977744797120201, 0.09757776750968906, 0.09910060272006083, 0.09734223061069032, 0.10013752041205581, 0.1010878718052485, 0.0994281644085135, 0.10083374832395073, 0.09683392176442991, 0.8979612929778102, 0.10107712885055943, 0.09893095237283761, 0.900046330798904, 0.8980312734204177, 0.10200196717644049, 0.10087245620910512, 0.09878974279775996, 0.10324866317234738, 0.8981653256980126, 0.8974496840959755, 0.09651981042568192, 0.10245958899869623, 0.10067750275977544, 0.9009778957171577, 0.09957473052828571, 0.0972475136603068, 0.10360657204873608, 0.8974442884962692, 0.09804489628839583]",432,4
3,"[0.11131735885873058, 0.7781051252941227, 0.1097726013143511, 0.007652803892299787]",432,3
6,[0.8987947324636859],432,2
7,[1.0],432,3
128,[120.00584334094654],432,3
128,[120.00585713816449],433,3
7,[1.0],433,3
3,"[0.11112172582414351, 0.7763980462769504, 0.11165828874940957, 0.007230075341397756]",433,3
4,"[0.10539133980648764, 0.9004583081147125, 0.10009641809676514, 0.09784658889817857, 0.10286025738278536, 0.10221028518387577, 0.1076156411207135, 0.09859831069329056, 0.9020978155445678, 0.10499489420131373, 0.9010489012886134, 0.0995815109469969, 0.9009847430562122, 0.09963414358349056, 0.8993971158821826, 0.09504081777713404, 0.09788700062003175, 0.09856429358936512, 0.10238075217807058, 0.8992559533658189, 0.9005918717611608, 0.902482391069655, 0.09830915479499763, 0.10043546700190545, 0.10002633902038571, 0.10245396026990548, 0.10315704731502065, 0.1010664050735974, 0.10388692177628168, 0.09874352262323292, 0.8991451256192674, 0.10011200296607514, 0.10180412122472937, 0.8996299322176232, 0.9011762303314876, 0.10298432708976334, 0.10037061639225732, 0.10014488004908459, 0.10323492643821253, 0.8984405936574315, 0.8980040047186598, 0.09988616371954408, 0.1003470421155155, 0.10083951229864445, 0.898482988340868, 0.09998354255138041, 0.09986739723413182, 0.09448799880119318, 0.8940891171354342, 0.09699871921564589]",433,4
5,"[0.9053913398064836, 0.9004583081147125, 0.10009641809676514, 0.09784658889817857, 0.10286025738278536, 0.10221028518387577, 0.1076156411207135, 0.8985983106932846, 0.9020978155445678, 0.904994894201314, 0.10104890128861133, 0.8995815109469973, 0.9009847430562122, 0.8996341435834849, 0.09939711588218608, 0.09504081777713404, 0.09788700062003175, 0.09856429358936512, 0.10238075217807058, 0.09925595336582042, 0.10059187176116413, 0.1024823910696605, 0.8983091547949931, 0.10043546700190545, 0.10002633902038571, 0.10245396026990548, 0.9031570473150164, 0.1010664050735974, 0.10388692177628168, 0.09874352262323292, 0.09914512561926597, 0.10011200296607514, 0.10180412122472937, 0.8996299322176232, 0.1011762303314858, 0.9029843270897583, 0.10037061639225732, 0.10014488004908459, 0.9032349264382092, 0.0984405936574311, 0.8980040047186598, 0.09988616371954408, 0.90034704211551, 0.10083951229864445, 0.09848298834086754, 0.09998354255138041, 0.09986739723413182, 0.09448799880119318, 0.09408911713544027, 0.09699871921564589]",433,4
6,[0.8986322668776556],433,2
129,[0.0036],433,2
7,[1.0],434,3
3,"[0.10974089680682012, 0.776733249402819, 0.11109280885131961, 0.008290190328045222]",434,3
129,[0.0036],434,2
6,[0.9000102931297517],434,2
4,"[0.10250793990279197, 0.9048540821189861, 0.09868333435313426, 0.09887357161805184, 0.10043604273755538, 0.0987627693877465, 0.0996778310124415, 0.1014472071787252, 0.8994712359315474, 0.10213907600903481, 0.9039695967037461, 0.0996273414488012, 0.8994871758774476, 0.09881737622584884, 0.898798798624002, 0.10069837576074557, 0.1007898134366444, 0.09796221455302653, 0.09994937018954111, 0.8996465617858354, 0.9040264952112379, 0.8976565641273659, 0.10221387105045725, 0.10022148234446963, 0.10206919645509849, 0.10153033674730466, 0.09606211513414835, 0.09992435405805106, 0.10012792600924283, 0.09986203309394698, 0.8987020876684835, 0.09417512738261603, 0.09861373104461492, 0.8967803174105855, 0.9012331149470182, 0.10173836356220674, 0.10100845329082694, 0.10155141759414349, 0.10097342410702549, 0.8970813125892471, 0.9038203681994723, 0.10218564275635898, 0.09845456525756965, 0.10272091047474817, 0.9003978660254484, 0.10160100496412383, 0.10218052058155594, 0.10130260863226423, 0.9000915392215031, 0.09940639089258861]",434,4
5,"[0.9025079399027888, 0.9048540821189861, 0.09868333435313426, 0.09887357161805184, 0.10043604273755538, 0.0987627693877465, 0.0996778310124415, 0.9014472071787191, 0.8994712359315474, 0.9021390760090359, 0.10396959670374581, 0.8996273414488017, 0.8994871758774476, 0.8988173762258432, 0.09879879862400548, 0.10069837576074557, 0.1007898134366444, 0.09796221455302653, 0.09994937018954111, 0.09964656178583896, 0.10402649521124102, 0.09765656412737159, 0.9022138710504521, 0.10022148234446963, 0.10206919645509849, 0.10153033674730466, 0.896062115134145, 0.09992435405805106, 0.10012792600924283, 0.09986203309394698, 0.09870208766848304, 0.09417512738261603, 0.09861373104461492, 0.8967803174105855, 0.10123311494701763, 0.9017383635622044, 0.10100845329082694, 0.10155141759414349, 0.9009734241070214, 0.09708131258924672, 0.9038203681994723, 0.10218564275635898, 0.8984545652575635, 0.10272091047474817, 0.10039786602544779, 0.10160100496412383, 0.10218052058155594, 0.10130260863226423, 0.10009153922150768, 0.09940639089258861]",434,4
128,[120.0058709403234],434,3
7,[1.0],435,3
128,[120.00588474742325],435,3
3,"[0.11396737122448375, 0.7785285212550838, 0.11118573766304603, 0.00539537110730274]",435,3
129,[0.0036],435,2
6,[0.8999613686962336],435,2
4,"[0.09915868847177743, 0.9021818523636678, 0.0992557164445966, 0.10534682100128348, 0.10339210252546385, 0.10235590772636655, 0.09627127109375308, 0.10073501694490014, 0.8978908407478818, 0.09926881504987951, 0.9005575400576231, 0.09993840444741973, 0.899239139822399, 0.10145992484995121, 0.9019619818384619, 0.10677217901455516, 0.09713931816823652, 0.09524579560830962, 0.10038770156499943, 0.9013349641647271, 0.9018405895384707, 0.8971359076933075, 0.09885455139227702, 0.10087280443516466, 0.09767287698439941, 0.10016525911683231, 0.1022418052862538, 0.09907075993768621, 0.10283489097412721, 0.10039098942983965, 0.8953600884868531, 0.09432107009418117, 0.09838558000771652, 0.9001786825719121, 0.8983790085407592, 0.09875803786588505, 0.10172190616410928, 0.10014472161673389, 0.10105966408444404, 0.900212734143039, 0.9015943855868389, 0.0989408194706285, 0.09766174934928121, 0.10158996928503308, 0.9018440887180574, 0.10168696130755901, 0.10211935471409246, 0.09781308319281688, 0.8950049786415981, 0.0970635036155809]",435,4
5,"[0.899158688471774, 0.9021818523636678, 0.0992557164445966, 0.10534682100128348, 0.10339210252546385, 0.10235590772636655, 0.09627127109375308, 0.9007350169448946, 0.8978908407478818, 0.8992688150498798, 0.10055754005762214, 0.8999384044474187, 0.899239139822399, 0.9014599248499455, 0.1019619818384659, 0.10677217901455516, 0.09713931816823652, 0.09524579560830962, 0.10038770156499943, 0.10133496416473108, 0.1018405895384749, 0.09713590769331396, 0.8988545513922707, 0.10087280443516466, 0.09767287698439941, 0.10016525911683231, 0.9022418052862503, 0.09907075993768621, 0.10283489097412721, 0.10039098942983965, 0.09536008848685236, 0.09432107009418117, 0.09838558000771652, 0.9001786825719121, 0.09837900854075839, 0.8987580378658815, 0.10172190616410928, 0.10014472161673389, 0.901059664084441, 0.10021273414303916, 0.9015943855868389, 0.0989408194706285, 0.8976617493492753, 0.10158996928503308, 0.10184408871805602, 0.10168696130755901, 0.10211935471409246, 0.09781308319281688, 0.09500497864160432, 0.0970635036155809]",435,4
129,[0.0036],436,2
6,[0.8998576989318408],436,2
4,"[0.10063899060691346, 0.9001193271777466, 0.09893942778710162, 0.10346203978444046, 0.10189793829684925, 0.09957640906255749, 0.10324328239402442, 0.10197591761107087, 0.8994405341358989, 0.10044214568001093, 0.8971588265044456, 0.10077026603294835, 0.8999815180401791, 0.10346754415194331, 0.8990056139354705, 0.09685450841992065, 0.0942911454146036, 0.10033847360664767, 0.10080032278987595, 0.8992000613962692, 0.898789149946521, 0.9042234402058369, 0.09433325123050387, 0.10128117863284354, 0.09883731597984655, 0.09931371981516685, 0.09719525228063834, 0.10348086034687748, 0.10004562215929656, 0.09854678061457335, 0.9020505469275618, 0.10267329362500961, 0.10107275086778537, 0.9023165856590099, 0.8961560620548147, 0.09848226557208528, 0.0963898499830695, 0.10086094807334443, 0.10145876190614667, 0.9001429702523539, 0.9014245189250325, 0.09795779697201265, 0.09986189791569265, 0.10145920282364765, 0.8981979862674447, 0.10042842883030073, 0.09942800808848538, 0.1010396980922634, 0.9011251909745418, 0.10149801823668451]",436,4
5,"[0.9006389906069105, 0.9001193271777466, 0.09893942778710162, 0.10346203978444046, 0.10189793829684925, 0.09957640906255749, 0.10324328239402442, 0.9019759176110641, 0.8994405341358989, 0.9004421456800098, 0.09715882650444424, 0.9007702660329479, 0.8999815180401791, 0.9034675441519378, 0.09900561393547398, 0.09685450841992065, 0.0942911454146036, 0.10033847360664767, 0.10080032278987595, 0.09920006139627333, 0.09878914994652391, 0.10422344020584301, 0.8943332512304978, 0.10128117863284354, 0.09883731597984655, 0.09931371981516685, 0.8971952522806349, 0.10348086034687748, 0.10004562215929656, 0.09854678061457335, 0.1020505469275609, 0.10267329362500961, 0.10107275086778537, 0.9023165856590099, 0.09615606205481335, 0.8984822655720828, 0.0963898499830695, 0.10086094807334443, 0.901458761906143, 0.10014297025235377, 0.9014245189250325, 0.09795779697201265, 0.899861897915686, 0.10145920282364765, 0.09819798626744422, 0.10042842883030073, 0.09942800808848538, 0.1010396980922634, 0.10112519097454843, 0.10149801823668451]",436,4
128,[120.0058985594641],436,3
7,[1.0],436,3
3,"[0.10895903416414403, 0.7783387062541164, 0.11175566992558002, 0.007669211784858536]",436,3
5,"[0.8991464136542505, 0.9014282779444794, 0.09475575830420624, 0.10028740894093975, 0.10254612569720666, 0.10221927803134395, 0.10022379710722552, 0.8983102432274412, 0.8991524584237733, 0.8999868964380269, 0.10149926119752842, 0.900764872576744, 0.8968619208477723, 0.8950862775782973, 0.10211386956247356, 0.0995293565951306, 0.09760168020938653, 0.10340442620086268, 0.10077389541772958, 0.10085063594266924, 0.10309478460844723, 0.09965600138920967, 0.9009230701305588, 0.1001503220664107, 0.099443655503706, 0.10005988400261233, 0.9003762878609838, 0.09840825583766351, 0.10010243465609908, 0.0995568890085291, 0.10225310606980974, 0.09841632936386956, 0.10117734054869067, 0.9003093593711913, 0.10253801588209983, 0.9020876290747252, 0.10116423263363504, 0.10227773172990473, 0.9012066788145198, 0.09669443265919042, 0.9028946469069108, 0.09883805379718946, 0.8988656459751176, 0.10064521602757294, 0.09959714088766114, 0.10359835946831966, 0.10151260978042796, 0.09859741429978904, 0.09743758182222619, 0.09916801045251883]",437,4
6,[0.8986474256556818],437,2
129,[0.0036],437,2
3,"[0.11019185463900019, 0.7758877311606949, 0.11043191494567112, 0.008903897436407264]",437,3
128,[120.00591237644596],437,3
7,[1.0],437,3
4,"[0.09914641365425439, 0.9014282779444794, 0.09475575830420624, 0.10028740894093975, 0.10254612569720666, 0.10221927803134395, 0.10022379710722552, 0.09831024322744669, 0.8991524584237733, 0.0999868964380269, 0.9014992611975288, 0.10076487257674512, 0.8968619208477723, 0.09508627757830357, 0.9021138695624693, 0.0995293565951306, 0.09760168020938653, 0.10340442620086268, 0.10077389541772958, 0.900850635942666, 0.9030947846084436, 0.8996560013892032, 0.10092307013056556, 0.1001503220664107, 0.099443655503706, 0.10005988400261233, 0.10037628786098747, 0.09840825583766351, 0.10010243465609908, 0.0995568890085291, 0.902253106069811, 0.09841632936386956, 0.10117734054869067, 0.9003093593711913, 0.9025380158821018, 0.10208762907472906, 0.10116423263363504, 0.10227773172990473, 0.10120667881452318, 0.8966944326591906, 0.9028946469069108, 0.09883805379718946, 0.09886564597512403, 0.10064521602757294, 0.8995971408876613, 0.10359835946831966, 0.10151260978042796, 0.09859741429978904, 0.8974375818222207, 0.09916801045251883]",437,4
4,"[0.10095319077934356, 0.9001895842850693, 0.09821315156891254, 0.0976740066153586, 0.09858082289604536, 0.10277172782420393, 0.09941486230160856, 0.10305145992457698, 0.8989039490906583, 0.10226607351436792, 0.8968266535793826, 0.09817698050914034, 0.9009498528310463, 0.10401725071571216, 0.8998125547018447, 0.09963498142124863, 0.0995991250518383, 0.10004055107556425, 0.10452001571831884, 0.8954265830717998, 0.8994085817440087, 0.901783768892849, 0.10222765099740563, 0.09612517008030043, 0.10176080648500566, 0.10008687247508989, 0.10125333372553934, 0.10200825155703144, 0.10075387144094748, 0.09986030958836051, 0.9023297790557494, 0.09663718821421742, 0.10168748371223295, 0.9023368893507083, 0.8993881283103614, 0.09877782747257208, 0.09862109226147486, 0.10369320866108524, 0.10039772692867516, 0.8999513771585703, 0.899628484343596, 0.10193992255491921, 0.09960628060410055, 0.09896355980156196, 0.8999274499775783, 0.09674950981304128, 0.09987509378510856, 0.10305074109118056, 0.9009034028071565, 0.10489984853234285]",438,4
5,"[0.9009531907793402, 0.9001895842850693, 0.09821315156891254, 0.0976740066153586, 0.09858082289604536, 0.10277172782420393, 0.09941486230160856, 0.903051459924571, 0.8989039490906583, 0.9022660735143673, 0.0968266535793817, 0.8981769805091401, 0.9009498528310463, 0.9040172507157063, 0.09981255470184866, 0.09963498142124863, 0.0995991250518383, 0.10004055107556425, 0.10452001571831884, 0.09542658307180375, 0.09940858174401208, 0.10178376889285394, 0.9022276509974003, 0.09612517008030043, 0.10176080648500566, 0.10008687247508989, 0.9012533337255353, 0.10200825155703144, 0.10075387144094748, 0.09986030958836051, 0.10232977905574966, 0.09663718821421742, 0.10168748371223295, 0.9023368893507083, 0.0993881283103603, 0.8987778274725684, 0.09862109226147486, 0.10369320866108524, 0.9003977269286721, 0.09995137715856994, 0.899628484343596, 0.10193992255491921, 0.8996062806040946, 0.09896355980156196, 0.09992744997757735, 0.09674950981304128, 0.09987509378510856, 0.10305074109118056, 0.10090340280716209, 0.10489984853234285]",438,4
7,[1.0],438,3
128,[120.00592619836878],438,3
3,"[0.11037952054912918, 0.7781968679787865, 0.11249949371672514, 0.006147279269339382]",438,3
6,[0.8993810175149523],438,2
129,[0.0036],438,2
7,[1.0],439,3
128,[120.00594002523253],439,3
3,"[0.11106532258859202, 0.7759716201646172, 0.11268398988653154, 0.007051103910065564]",439,3
6,[0.9007948695744037],439,2
129,[0.0036],439,2
5,"[0.901102636247483, 0.9021612115413976, 0.09981476850000974, 0.09904080924927237, 0.10502829499197844, 0.10298555657753011, 0.09802114317595262, 0.898156522581954, 0.8984145587440778, 0.8997481280999267, 0.10002790358816117, 0.8986652439478731, 0.8978107198487804, 0.8953650464357189, 0.09846733743760427, 0.09535219031365479, 0.10127255080875262, 0.09734628367267405, 0.09622006868671322, 0.09911373671943136, 0.10018764674127369, 0.10050796303885687, 0.9024901339665025, 0.09867721287651676, 0.10013182829864845, 0.10152857487011488, 0.8998594610142457, 0.10059765999578994, 0.09784462824771073, 0.10185606283382731, 0.10116034446368254, 0.10034490186431812, 0.10483985320307833, 0.8988391374030346, 0.10086986105794099, 0.9018397424459387, 0.1003935880620842, 0.09879025073074796, 0.8976766258657557, 0.1006895410783039, 0.9034983239779146, 0.10145512476434507, 0.900928083727504, 0.10181553114350526, 0.09701230668134457, 0.1013871021177716, 0.10073730803333118, 0.09906920163774513, 0.09744925226549177, 0.10061492146484984]",439,4
4,"[0.10110263624748744, 0.9021612115413976, 0.09981476850000974, 0.09904080924927237, 0.10502829499197844, 0.10298555657753011, 0.09802114317595262, 0.09815652258196009, 0.8984145587440778, 0.09974812809992699, 0.9000279035881634, 0.09866524394787225, 0.8978107198487804, 0.0953650464357253, 0.8984673374376004, 0.09535219031365479, 0.10127255080875262, 0.09734628367267405, 0.09622006868671322, 0.8991137367194277, 0.9001876467412702, 0.9005079630388506, 0.10249013396650858, 0.09867721287651676, 0.10013182829864845, 0.10152857487011488, 0.0998594610142491, 0.10059765999578994, 0.09784462824771073, 0.10185606283382731, 0.9011603444636839, 0.10034490186431812, 0.10483985320307833, 0.8988391374030346, 0.9008698610579409, 0.10183974244594189, 0.1003935880620842, 0.09879025073074796, 0.0976766258657594, 0.9006895410783035, 0.9034983239779146, 0.10145512476434507, 0.10092808372750967, 0.10181553114350526, 0.8970123066813456, 0.1013871021177716, 0.10073730803333118, 0.09906920163774513, 0.897449252265486, 0.10061492146484984]",439,4
4,"[0.09943041950303652, 0.9033654932138524, 0.09822585682961439, 0.09909364431148618, 0.10157750267395806, 0.0991436608587546, 0.09652744368955046, 0.10030385160251443, 0.8977151932578341, 0.09906640767815088, 0.9010766735689552, 0.10008165129530726, 0.8997978120961031, 0.09647644736715373, 0.9004163717725991, 0.10263712221178721, 0.1035735709258741, 0.09881147603923436, 0.10095668368458374, 0.9014779571137684, 0.8947591923262124, 0.901911554741679, 0.10087563665126517, 0.09870717685592284, 0.09748083815203298, 0.101019751259291, 0.10090776623764075, 0.09907001769786912, 0.09966364445791843, 0.10082742598612106, 0.9033084720174852, 0.10657596000751197, 0.09656837711552449, 0.901796116484131, 0.8976390503703447, 0.09992025774189532, 0.09786530652464583, 0.0987652028509193, 0.09912006434897236, 0.9017040092738405, 0.8991714825461457, 0.10247812202651126, 0.1004027842084818, 0.10300754307914062, 0.8987587235628669, 0.09813490353003708, 0.10179196254026211, 0.09925616362415042, 0.8994392509970038, 0.09837514945233174]",440,4
6,[0.9002343550292495],440,2
129,[0.0036],440,2
5,"[0.8994304195030328, 0.9033654932138524, 0.09822585682961439, 0.09909364431148618, 0.10157750267395806, 0.0991436608587546, 0.09652744368955046, 0.9003038516025089, 0.8977151932578341, 0.8990664076781504, 0.1010766735689555, 0.9000816512953069, 0.8997978120961031, 0.8964764473671479, 0.10041637177260297, 0.10263712221178721, 0.1035735709258741, 0.09881147603923436, 0.10095668368458374, 0.1014779571137721, 0.09475919232621609, 0.10191155474168496, 0.9008756366512591, 0.09870717685592284, 0.09748083815203298, 0.101019751259291, 0.9009077662376377, 0.09907001769786912, 0.09966364445791843, 0.10082742598612106, 0.10330847201748443, 0.10657596000751197, 0.09656837711552449, 0.901796116484131, 0.0976390503703436, 0.8999202577418912, 0.09786530652464583, 0.0987652028509193, 0.8991200643489685, 0.1017040092738413, 0.8991714825461457, 0.10247812202651126, 0.9004027842084755, 0.10300754307914062, 0.09875872356286598, 0.09813490353003708, 0.10179196254026211, 0.09925616362415042, 0.0994392509970087, 0.09837514945233174]",440,4
128,[120.0059538570373],440,3
3,"[0.112340239448655, 0.7769819158009278, 0.1096243863493945, 0.007544883490956089]",440,3
7,[1.0],440,3
6,[0.900267991890524],441,2
129,[0.0036],441,2
7,[1.0],441,3
5,"[0.8996801795197047, 0.9050674270860332, 0.0967317765354883, 0.0984903377273881, 0.10087739398652755, 0.09816429632222658, 0.0988286469844385, 0.9024893557014271, 0.8967719415321835, 0.897374358059313, 0.09839880343704792, 0.89894567832678, 0.8999808560329631, 0.8957595021712738, 0.10279838782834508, 0.10461400669825849, 0.10580003785943067, 0.10238544709045144, 0.09777622539789373, 0.1017413063276073, 0.0998334650531042, 0.101784590020479, 0.9020034415890602, 0.09916322332558003, 0.10121623385264851, 0.09840626998236901, 0.9007510952462957, 0.09754440572540854, 0.10214952712741468, 0.0986425543011142, 0.10146591470873872, 0.10523537318104716, 0.10392521015225357, 0.9003776579501118, 0.09905758626159772, 0.9010323310595648, 0.09896510041358528, 0.09921930426905082, 0.9018529344396025, 0.10289299372518453, 0.9038763630788861, 0.10141978824869514, 0.9002848567834338, 0.09993485359502091, 0.10005167137060685, 0.10085056128613497, 0.10061645519484441, 0.0983719505704588, 0.1030449300977374, 0.10484624817226931]",441,4
128,[120.00596769378306],441,3
4,"[0.09968017951970826, 0.9050674270860332, 0.0967317765354883, 0.0984903377273881, 0.10087739398652755, 0.09816429632222658, 0.0988286469844385, 0.10248935570143425, 0.8967719415321835, 0.0973743580593129, 0.8983988034370491, 0.09894567832677975, 0.8999808560329631, 0.09575950217127913, 0.9027983878283413, 0.10461400669825849, 0.10580003785943067, 0.10238544709045144, 0.09777622539789373, 0.9017413063276039, 0.8998334650531015, 0.9017845900204736, 0.10200344158906596, 0.09916322332558003, 0.10121623385264851, 0.09840626998236901, 0.10075109524629919, 0.09754440572540854, 0.10214952712741468, 0.0986425543011142, 0.9014659147087403, 0.10523537318104716, 0.10392521015225357, 0.9003776579501118, 0.8990575862615984, 0.10103233105956846, 0.09896510041358528, 0.09921930426905082, 0.10185293443960583, 0.9028929937251852, 0.9038763630788861, 0.10141978824869514, 0.10028485678343994, 0.09993485359502091, 0.9000516713706069, 0.10085056128613497, 0.10061645519484441, 0.0983719505704588, 0.9030449300977317, 0.10484624817226931]",441,4
3,"[0.11153197894052169, 0.7784251965228753, 0.11203264476537714, 0.005858066666836207]",441,3
7,[1.0],442,3
6,[0.8992738115850968],442,2
128,[120.00598153546977],442,3
4,"[0.09879526884651108, 0.8967905032779764, 0.09510988600844182, 0.10371312471113554, 0.09951618856339305, 0.1004239807545092, 0.09991273886963294, 0.10035976408183966, 0.9010496343090425, 0.09877006515001897, 0.9032472839417562, 0.09816055634217977, 0.9009996754037582, 0.10258891318614471, 0.9000736350844132, 0.10496579775880155, 0.09769007460633798, 0.10478895761411153, 0.10010557715217966, 0.8990218139901677, 0.9057857341325173, 0.9015010431256608, 0.09694783146375582, 0.10089833789772377, 0.10434991282147023, 0.10279648884834927, 0.10078685404909757, 0.09951902216196915, 0.10179112883053977, 0.09806787928425312, 0.9003083610404743, 0.10202549556254241, 0.09463618460426788, 0.8996241796304232, 0.9020740217479157, 0.10720842233250556, 0.10379475448893523, 0.10066041801003597, 0.09941539451455865, 0.9013401718901054, 0.8975503877227355, 0.1012268294813619, 0.1023719688564644, 0.10514065566936699, 0.8990828018292502, 0.0975062758160687, 0.10112710704256721, 0.09792740235937136, 0.8970921973113173, 0.1036502631568055]",442,4
5,"[0.8987952688465082, 0.8967905032779764, 0.09510988600844182, 0.10371312471113554, 0.09951618856339305, 0.1004239807545092, 0.09991273886963294, 0.9003597640818328, 0.9010496343090425, 0.8987700651500193, 0.10324728394175618, 0.8981605563421797, 0.9009996754037582, 0.9025889131861382, 0.10007363508441648, 0.10496579775880155, 0.09769007460633798, 0.10478895761411153, 0.10010557715217966, 0.09902181399017057, 0.10578573413252144, 0.10150104312566709, 0.8969478314637495, 0.10089833789772377, 0.10434991282147023, 0.10279648884834927, 0.9007868540490946, 0.09951902216196915, 0.10179112883053977, 0.09806787928425312, 0.10030836104047396, 0.10202549556254241, 0.09463618460426788, 0.8996241796304232, 0.10207402174791474, 0.9072084223325022, 0.10379475448893523, 0.10066041801003597, 0.8994153945145542, 0.10134017189010619, 0.8975503877227355, 0.1012268294813619, 0.902371968856459, 0.10514065566936699, 0.0990828018292495, 0.0975062758160687, 0.10112710704256721, 0.09792740235937136, 0.09709219731132374, 0.1036502631568055]",442,4
3,"[0.11111859946456741, 0.7783621695415748, 0.11128214632641908, 0.006406577654511129]",442,3
129,[0.0036],442,2
7,[1.0],443,3
128,[120.00599538209744],443,3
3,"[0.11043882001700017, 0.7780720650833133, 0.11118694296049625, 0.007302102222036273]",443,3
6,[0.9011610856249458],443,2
129,[0.0036],443,2
5,"[0.9003636773569782, 0.8994063872468986, 0.102426093534359, 0.09985505531268345, 0.09826569666161694, 0.10139175457104088, 0.09955605178943973, 0.8991727461018592, 0.8983236683053785, 0.9011792775981903, 0.09894475534415109, 0.9001181657206487, 0.8990376095539924, 0.902601866416695, 0.09923593432844116, 0.10009935743282057, 0.09672312562954248, 0.10021101083936511, 0.10038891471296306, 0.10118823907633687, 0.10254989470341107, 0.10526321620118556, 0.8978608712256286, 0.09999512056314357, 0.10343387051335436, 0.10091911029958638, 0.9002793494302191, 0.10071732166687516, 0.09956246102001133, 0.09876730800834232, 0.09962147972689342, 0.09950349354134282, 0.10024863012903565, 0.9030441392323304, 0.10149629873114631, 0.9002013306521089, 0.09936337908492404, 0.10436438350062191, 0.9022729449538063, 0.10153111503617353, 0.9023913745129981, 0.10171603400548422, 0.8979503010522519, 0.09602106409746755, 0.1006614767133992, 0.10119285869736355, 0.09823450368665904, 0.1036065062181056, 0.1007489958512779, 0.10113677262618827]",443,4
4,"[0.10036367735698158, 0.8994063872468986, 0.102426093534359, 0.09985505531268345, 0.09826569666161694, 0.10139175457104088, 0.09955605178943973, 0.09917274610186462, 0.8983236683053785, 0.10117927759818952, 0.8989447553441511, 0.10011816572064872, 0.8990376095539924, 0.10260186641670062, 0.8992359343284378, 0.10009935743282057, 0.09672312562954248, 0.10021101083936511, 0.10038891471296306, 0.9011882390763344, 0.9025498947034087, 0.90526321620118, 0.09786087122563371, 0.09999512056314357, 0.10343387051335436, 0.10091911029958638, 0.10027934943022274, 0.10071732166687516, 0.09956246102001133, 0.09876730800834232, 0.8996214797268941, 0.09950349354134282, 0.10024863012903565, 0.9030441392323304, 0.9014962987311468, 0.10020133065211245, 0.09936337908492404, 0.10436438350062191, 0.10227294495380913, 0.9015311150361738, 0.9023913745129981, 0.10171603400548422, 0.09795030105225759, 0.09602106409746755, 0.900661476713399, 0.10119285869736355, 0.09823450368665904, 0.1036065062181056, 0.9007489958512724, 0.10113677262618827]",443,4
4,"[0.10169718493473436, 0.9015316924921619, 0.09669605694498742, 0.10191305318865641, 0.09641252902940661, 0.1024071300220066, 0.09458014644809114, 0.09760495337273767, 0.8979940606519363, 0.09979678894181782, 0.9021683212964607, 0.09884424076197837, 0.9007986138748546, 0.10048525409773741, 0.9011188314183609, 0.1003186873250919, 0.09704558508943864, 0.10082731810297947, 0.09938421223585182, 0.8999343847414637, 0.8967912519892336, 0.8983983378169795, 0.09836993491102448, 0.10374860853031669, 0.10044668516981238, 0.09877125089604362, 0.10409685833571794, 0.10063683658241632, 0.10144838980079884, 0.10259179417149569, 0.9010288134692523, 0.10004594472194724, 0.10309033442858538, 0.8990181856487689, 0.9006211775079777, 0.10003670753747582, 0.09802686497655604, 0.09866537274377249, 0.09593634573830188, 0.901314778047917, 0.8977383637854888, 0.09964981264819911, 0.10107619640593626, 0.09902651760704628, 0.9027821008839828, 0.09988256332078181, 0.1014725125121778, 0.09971014933137991, 0.9037916614708448, 0.09977462506833358]",444,4
6,[0.9005256962758503],444,2
129,[0.0036],444,2
7,[1.0],444,3
128,[120.0060092336661],444,3
