dataId,data,time,src
3,"[0.11038120390566787, 0.7763557238386878, 0.11052472019671189, 0.009166464451715654]",209,3
6,[0.9015863597126058],210,2
129,[0.0036],210,2
7,[1.0],210,3
4,"[0.09498099293444737, 0.8994999407149425, 0.10216922955023194, 0.10085024053812106, 0.10002371484505797, 0.0965442532788429, 0.09860705232210952, 0.0990222128238568, 0.8979453494922273, 0.1020039494339943, 0.8989966891630385, 0.10137443793409848, 0.89714181970398, 0.09715551676943608, 0.9032883929759081, 0.10312856262911813, 0.10060443358133671, 0.09960363160364162, 0.09720077241548294, 0.899013249220317, 0.8999976202445252, 0.9009369123977489, 0.10312201615482787, 0.102923087639657, 0.09952452192739267, 0.09768743521971635, 0.09690186981609793, 0.09671137278426994, 0.0969021980351864, 0.1022202203244095, 0.9015817292529112, 0.09906293240205381, 0.10068561905530908, 0.8990014070908933, 0.9010824505520958, 0.10213822098242571, 0.09995571267999127, 0.09600589384826984, 0.09991697338377495, 0.8993850230680909, 0.899769252068869, 0.09755049449615266, 0.10249561986365809, 0.09990606174881232, 0.9017899616776025, 0.10044337465595518, 0.10042252407662394, 0.09638028124827742, 0.9012760048439299, 0.09940694569450827]",210,4
128,[120.00289190665337],210,3
5,"[0.894980992934444, 0.8994999407149425, 0.10216922955023194, 0.10085024053812106, 0.10002371484505797, 0.0965442532788429, 0.09860705232210952, 0.8990222128238503, 0.8979453494922273, 0.9020039494339955, 0.09899668916303762, 0.9013744379340983, 0.89714181970398, 0.8971555167694294, 0.10328839297591205, 0.10312856262911813, 0.10060443358133671, 0.09960363160364162, 0.09720077241548294, 0.09901324922032101, 0.09999762024452834, 0.10093691239775499, 0.9031220161548216, 0.102923087639657, 0.09952452192739267, 0.09768743521971635, 0.8969018698160943, 0.09671137278426994, 0.0969021980351864, 0.1022202203244095, 0.10158172925291087, 0.09906293240205381, 0.10068561905530908, 0.8990014070908933, 0.1010824505520952, 0.9021382209824221, 0.09995571267999127, 0.09600589384826984, 0.8999169733837715, 0.09938502306809026, 0.899769252068869, 0.09755049449615266, 0.9024956198636517, 0.09990606174881232, 0.1017899616776012, 0.10044337465595518, 0.10042252407662394, 0.09638028124827742, 0.10127600484393648, 0.09940694569450827]",210,4
3,"[0.11054261506168933, 0.7769413559899525, 0.1102273221952588, 0.008626987079033824]",210,3
5,"[0.9027693830460393, 0.900831909910208, 0.09934849776763068, 0.09565059700607442, 0.1006662201607321, 0.10108318565147148, 0.0989857824834555, 0.9030026211980524, 0.8994658234707273, 0.89885244913777, 0.09981592493977194, 0.8989679524491272, 0.9008671478750149, 0.9010421882573731, 0.09924390783888615, 0.09998278009282757, 0.1045638753428541, 0.10111038033642196, 0.10648494416364017, 0.10247519807375888, 0.10261113841576655, 0.09921542292106113, 0.8967688329527248, 0.10057096795518948, 0.0989099461230149, 0.10088071294809645, 0.8973397804897951, 0.1000923650565139, 0.10179110669062552, 0.09678274821493113, 0.09656620629915, 0.10165222902448061, 0.10214221367023553, 0.8967519658045404, 0.09923773905365435, 0.8994295957734231, 0.09987120719655573, 0.09746831909060102, 0.9011817570258579, 0.10011708404082123, 0.8996927145819558, 0.09904395997250218, 0.8997864163648708, 0.09833912600069526, 0.10176583316624604, 0.10233613146580861, 0.09994641414770702, 0.10368792854351268, 0.10038159901371417, 0.1023145338899211]",211,4
4,"[0.10276938304604229, 0.900831909910208, 0.09934849776763068, 0.09565059700607442, 0.1006662201607321, 0.10108318565147148, 0.0989857824834555, 0.10300262119805849, 0.8994658234707273, 0.09885244913777111, 0.8998159249397725, 0.09896795244912654, 0.9008671478750149, 0.10104218825737783, 0.8992439078388824, 0.09998278009282757, 0.1045638753428541, 0.10111038033642196, 0.10648494416364017, 0.9024751980737551, 0.9026111384157638, 0.8992154229210554, 0.09676883295273088, 0.10057096795518948, 0.0989099461230149, 0.10088071294809645, 0.09733978048979829, 0.1000923650565139, 0.10179110669062552, 0.09678274821493113, 0.8965662062991504, 0.10165222902448061, 0.10214221367023553, 0.8967519658045404, 0.8992377390536548, 0.09942959577342617, 0.09987120719655573, 0.09746831909060102, 0.10118175702586131, 0.9001170840408202, 0.8996927145819558, 0.09904395997250218, 0.09978641636487609, 0.09833912600069526, 0.9017658331662467, 0.10233613146580861, 0.09994641414770702, 0.10368792854351268, 0.9003815990137077, 0.1023145338899211]",211,4
129,[0.0036],211,2
6,[0.9003983788528929],211,2
7,[1.0],211,3
128,[120.00290473748626],211,3
3,"[0.11118805401244666, 0.7765669397613704, 0.11139319717058146, 0.008050661312764117]",211,3
129,[0.0036],212,2
7,[1.0],212,3
128,[120.00291757324507],212,3
3,"[0.11151398024582716, 0.7766294975940418, 0.11232762078370544, 0.006995389551322251]",212,3
5,"[0.8979082381345893, 0.9022930651259519, 0.10044524484817322, 0.10016192506825544, 0.09819594534169038, 0.1033205970229983, 0.09715831237514556, 0.9006967347094016, 0.9027380931894677, 0.8961880861029954, 0.10196126242239612, 0.9028642212314348, 0.9042140513877552, 0.9051297141370449, 0.10078707714385894, 0.10002937422447346, 0.10039239409171856, 0.10114047286254058, 0.0998550504637214, 0.1022082839044295, 0.09671182811918486, 0.09947838657024433, 0.9003744404161046, 0.09999468718406469, 0.09498194443322568, 0.0971468989564534, 0.9020045579733983, 0.10137978625219315, 0.09956316658546131, 0.0999374287934358, 0.09688076191884953, 0.10090592340236539, 0.10174430901856217, 0.9019869450491145, 0.09666092749845871, 0.899092112944716, 0.10115507877698261, 0.09834562138188867, 0.8974529871380115, 0.10025057806733707, 0.9014884637096097, 0.09932445315965603, 0.8984490496708899, 0.09913304380231573, 0.10156362836448268, 0.09795560495696302, 0.09915763019816806, 0.09982222762337031, 0.09995603028158692, 0.10107467493759638]",212,4
6,[0.9003576132451598],212,2
4,"[0.09790823813459229, 0.9022930651259519, 0.10044524484817322, 0.10016192506825544, 0.09819594534169038, 0.1033205970229983, 0.09715831237514556, 0.10069673470940745, 0.9027380931894677, 0.09618808610299596, 0.9019612624223973, 0.10286422123143497, 0.9042140513877552, 0.10512971413705104, 0.9007870771438558, 0.10002937422447346, 0.10039239409171856, 0.10114047286254058, 0.0998550504637214, 0.9022082839044251, 0.8967118281191822, 0.899478386570238, 0.10037444041610973, 0.09999468718406469, 0.09498194443322568, 0.0971468989564534, 0.10200455797340259, 0.10137978625219315, 0.09956316658546131, 0.0999374287934358, 0.8968807619188491, 0.10090592340236539, 0.10174430901856217, 0.9019869450491145, 0.8966609274984595, 0.09909211294471908, 0.10115507877698261, 0.09834562138188867, 0.09745298713801556, 0.9002505780673369, 0.9014884637096097, 0.09932445315965603, 0.09844904967089618, 0.09913304380231573, 0.9015636283644832, 0.09795560495696302, 0.09915763019816806, 0.09982222762337031, 0.8999560302815813, 0.10107467493759638]",212,4
5,"[0.9028086314911011, 0.9016426945585746, 0.1004658642879831, 0.10064171182759302, 0.10118582833906516, 0.09850730963749722, 0.0996697136693477, 0.902890614070987, 0.9003781341775298, 0.8996116905505553, 0.10120604646028024, 0.8991062326900218, 0.9038620258278808, 0.900987547488935, 0.10038456016106348, 0.09957555585627258, 0.09868816019670752, 0.10177290324181454, 0.10341548113045405, 0.10050440778239457, 0.0985916501782616, 0.10283147334834243, 0.9010207087266577, 0.10159721231317918, 0.10099447005078649, 0.0995136397428647, 0.8994305664534766, 0.09986187398785967, 0.10107761054600013, 0.09909826889786659, 0.09914199501269089, 0.0973328621326492, 0.09985964464068826, 0.8991585089266075, 0.1007540127489182, 0.8999641403906123, 0.10225887066156526, 0.09578755934467052, 0.9002102298410355, 0.0970276173049613, 0.9031298797774607, 0.1007775190275643, 0.9004586671846768, 0.0977990482013844, 0.09487575683402821, 0.10356772631549842, 0.09900779151774484, 0.1020795999333737, 0.10439645763926438, 0.09859249598906611]",213,4
4,"[0.10280863149110502, 0.9016426945585746, 0.1004658642879831, 0.10064171182759302, 0.10118582833906516, 0.09850730963749722, 0.0996697136693477, 0.10289061407099348, 0.9003781341775298, 0.09961169055055573, 0.9012060464602808, 0.09910623269002176, 0.9038620258278808, 0.10098754748894147, 0.9003845601610609, 0.09957555585627258, 0.09868816019670752, 0.10177290324181454, 0.10341548113045405, 0.9005044077823914, 0.8985916501782575, 0.9028314733483369, 0.10102070872666373, 0.10159721231317918, 0.10099447005078649, 0.0995136397428647, 0.09943056645348011, 0.09986187398785967, 0.10107761054600013, 0.09909826889786659, 0.8991419950126918, 0.0973328621326492, 0.09985964464068826, 0.8991585089266075, 0.9007540127489193, 0.09996414039061519, 0.10225887066156526, 0.09578755934467052, 0.10021022984103947, 0.8970276173049619, 0.9031298797774607, 0.1007775190275643, 0.10045866718468303, 0.0977990482013844, 0.8948757568340292, 0.10356772631549842, 0.09900779151774484, 0.1020795999333737, 0.9043964576392581, 0.09859249598906611]",213,4
3,"[0.11052375854946189, 0.7789339761746278, 0.11055420277494203, 0.007349134337351906]",213,3
129,[0.0036],213,2
128,[120.00293041392982],213,3
7,[1.0],213,3
6,[0.8997222276658821],213,2
129,[0.0036],214,2
6,[0.9003300320196275],214,2
4,"[0.10074551122465161, 0.9018436061599598, 0.1000907651946879, 0.09604779157741959, 0.10065348422183681, 0.09923154515178334, 0.10035637837121017, 0.10030487376265074, 0.8996887610545304, 0.10385086493454859, 0.8995870270661712, 0.10059221530235866, 0.9018370213928136, 0.09841896019654589, 0.9016353488752923, 0.10155843025208063, 0.10090259502565889, 0.09922315109566662, 0.09879834574368723, 0.8963231603013588, 0.8988515913806823, 0.8956027808376024, 0.09635289942177136, 0.10199045859998304, 0.09987720842654832, 0.0956793074440584, 0.0982459751380275, 0.09672545850867229, 0.10180773566712453, 0.09953969770319554, 0.8970408314217824, 0.10101014259072923, 0.10298741701218343, 0.8985197078570115, 0.9000587658208987, 0.09844421035891619, 0.1009858946522333, 0.10212256288012898, 0.10119761225658461, 0.8971755189055989, 0.8957361854920615, 0.09839936564038318, 0.09510956603359044, 0.1034342614969808, 0.8993380555160152, 0.09790363001465428, 0.10205558929961236, 0.09601894870846243, 0.9006064893059157, 0.09718232534060198]",214,4
5,"[0.9007455112246483, 0.9018436061599598, 0.1000907651946879, 0.09604779157741959, 0.10065348422183681, 0.09923154515178334, 0.10035637837121017, 0.9003048737626451, 0.8996887610545304, 0.9038508649345492, 0.0995870270661705, 0.9005922153023598, 0.9018370213928136, 0.8984189601965396, 0.10163534887529582, 0.10155843025208063, 0.10090259502565889, 0.09922315109566662, 0.09879834574368723, 0.09632316030136227, 0.09885159138068562, 0.09560278083760913, 0.8963528994217645, 0.10199045859998304, 0.09987720842654832, 0.0956793074440584, 0.8982459751380237, 0.09672545850867229, 0.10180773566712453, 0.09953969770319554, 0.09704083142178194, 0.10101014259072923, 0.10298741701218343, 0.8985197078570115, 0.10005876582089815, 0.8984442103589133, 0.1009858946522333, 0.10212256288012898, 0.9011976122565816, 0.0971755189055989, 0.8957361854920615, 0.09839936564038318, 0.8951095660335837, 0.1034342614969808, 0.09933805551601564, 0.09790363001465428, 0.10205558929961236, 0.09601894870846243, 0.10060648930592202, 0.09718232534060198]",214,4
3,"[0.11110457856431073, 0.7789208882840538, 0.11133054667729433, 0.0055551542800193745]",214,3
128,[120.00294325954052],214,3
7,[1.0],214,3
5,"[0.8989095601515611, 0.9006405818310305, 0.09959274494498702, 0.10011122782009764, 0.10605504258927953, 0.09572216935888678, 0.09828306315301324, 0.902720112637504, 0.8967340613818163, 0.9001776140443681, 0.10335607116789972, 0.9036084074367093, 0.9018095890428749, 0.8994919798492929, 0.10161318486375347, 0.10193618416151219, 0.10161995074660438, 0.0981473757744631, 0.10068399696330632, 0.09758895936344963, 0.096083344240269, 0.09910541366299178, 0.8980220702678657, 0.1017662266598829, 0.10089365352059029, 0.1013345667486864, 0.902192336147095, 0.10186298729477034, 0.10193378547688534, 0.1012153683630245, 0.09895648340187728, 0.09664737718573066, 0.09713309541671071, 0.9022043362376111, 0.09907559114731815, 0.8989305358200985, 0.10219577581112894, 0.09834829501872921, 0.8961807899517578, 0.10032418452557725, 0.9052265066890175, 0.0997832962215426, 0.8982807050871751, 0.09945742296226837, 0.10392617283405647, 0.1010471071564301, 0.10195683691318287, 0.1007664230045904, 0.1012488534185128, 0.1052636944243185]",215,4
129,[0.0036],215,2
128,[120.00295611007714],215,3
6,[0.8992087212713155],215,2
7,[1.0],215,3
4,"[0.09890956015156503, 0.9006405818310305, 0.09959274494498702, 0.10011122782009764, 0.10605504258927953, 0.09572216935888678, 0.09828306315301324, 0.10272011263750963, 0.8967340613818163, 0.10017761404436806, 0.9033560711678997, 0.10360840743670899, 0.9018095890428749, 0.09949197984929892, 0.9016131848637492, 0.10193618416151219, 0.10161995074660438, 0.0981473757744631, 0.10068399696330632, 0.8975889593634463, 0.8960833442402657, 0.8991054136629856, 0.09802207026787178, 0.1017662266598829, 0.10089365352059029, 0.1013345667486864, 0.10219233614709829, 0.10186298729477034, 0.10193378547688534, 0.1012153683630245, 0.8989564834018785, 0.09664737718573066, 0.09713309541671071, 0.9022043362376111, 0.8990755911473187, 0.09893053582010189, 0.10219577581112894, 0.09834829501872921, 0.09618078995176077, 0.9003241845255765, 0.9052265066890175, 0.0997832962215426, 0.09828070508718213, 0.09945742296226837, 0.9039261728340577, 0.1010471071564301, 0.10195683691318287, 0.1007664230045904, 0.9012488534185061, 0.1052636944243185]",215,4
3,"[0.11100036246087802, 0.7771614002818885, 0.11248354845859883, 0.006423357114218383]",215,3
6,[0.9004326557498242],216,2
3,"[0.11011315310409243, 0.7773015680093538, 0.11056966551670674, 0.008242294579345144]",216,3
128,[120.00296896553971],216,3
7,[1.0],216,3
129,[0.0036],216,2
